"segment_id","avgspeed_ms","avgacc_mss","maxspeed_ms","minspeed_ms","maxacc_mss","minacc_mss","seg_dist_m","seg_avgdir","seg_time_s","geometry"
"1","1",4.28384297032066,3.85667625130347,13.3017898069418,0.0351485779335897,12.1133332041148,-0.341394572813925,2581.94764828625,163.294099489607,2140,c(2682471.41356586, 2682471.45328335, 2682471.46255788, 2682471.57456009, 2682471.838911, 2682472.12776936, 2682473.38853763, 2682473.86282135, 2682474.290801, 2682475.10586586, 2682476.67129948, 2682477.21632236, 2682477.51461113, 2682478.32397521, 2682478.47771665, 2682478.65058684, 2682479.14882516, 2682479.19415074, 2682479.68093602, 2682480.16849993, 2682480.842101, 2682480.98626719, 2682481.81490728, 2682483.16663232, 2682483.34386415, 2682484.49060801, 2682485.25851812, 2682486.79663148, 2682487.03800428, 
2693625.49809709, 2693692.55112577, 2693738.14535955, 2693738.66938733, 2693743.78875933, 2693743.81288581, 2693748.24911324, 2693753.67858943, 2693755.2895309, 2693760.03068434, 2693761.63409321, 2693762.29517977, 2693765.94870897, 2693772.72779626, 2693795.18985398, 2693799.88444679, 2693800.93821364, 2693801.72515619, 2693909.6895643, 2694044.15721121, 2694057.06347386, 2694179.64562581, 2694233.44440493, 2694269.09380115, 2694323.13896265, 2694365.34304218, 2694395.39187499, 2694419.86289752, 
2694424.24558753, 2694496.55972568, 2694617.36308296, 2694655.82381015, 2694703.76474618, 2694790.76450373, 2694801.79480207, 2694878.85996946, 2694880.02524915, 2694884.80559611, 2694892.41136967, 2694896.77219753, 1245163.80611441, 1245849.87630461, 1245052.21566033, 1245270.55268838, 1245768.4676604, 1245669.58606664, 1245583.39164251, 1244949.98927513, 1245891.22108358, 1245528.29380906, 1244851.02111081, 1245503.42838737, 1245425.65636052, 1244761.47247584, 1244689.3073055, 1244609.6269841, 
1244563.20037265, 1244562.94910761, 1244562.69784257, 1245904.96759136, 1246387.18703008, 1246379.32552336, 1246379.38163589, 1246376.1698042, 1246362.19917407, 1246350.66586951, 1246343.68266446, 1246289.5383167, 1246404.42739627, 1245917.56411246, 1246188.68461907, 1246044.36752628, 1245923.31895128, 1245956.32411341, 1246418.06668088, 1246423.25763069, 1246448.26963483, 1246484.74246499, 1246501.34445666, 1246500.68165802, 1246512.16047757, 1248856.21331005, 1246541.56429558, 1248813.77594893, 
1246577.28218555, 1249030.34019316, 1246603.94114158, 1248729.32194719, 1246619.30911081, 1246625.14927565, 1246625.09580779, 1246624.82052765, 1246636.13828528, 1249195.80741202, 1246651.58633513, 1246667.22083718, 1248644.1590527, 1246684.03803724, 1246689.24144482, 1248590.83778994, 1248588.4703941, 1248600.33824008, 1246700.68486506, 1249361.27463087, 1246723.57288422, 1248471.59890999, 1246731.22008428, 1246750.84249379, 1248376.92825186, 1249526.74184973, 1248309.34245771, 1248247.93772696, 
1246779.87856921, 1248164.72832538, 1249692.20906858, 1248112.0482484, 1248103.59199427, 1248103.53640867, 1248103.31459752, 1248086.96539828, 1246805.51330865, 1248011.98479748, 1249857.67628744, 1248000.39134496, 1246822.25274045, 1246828.43676198, 1246828.44314542, 1246828.50298644, 1246828.39181565, 1246828.17160189, 1247943.02941355, 1247931.35411015, 1246813.88764486, 1247924.70381955, 1247917.95803738, 1250023.14350629, 1247885.48473168, 1246789.07205779, 1246777.87553091, 1246777.8765957, 
1247829.23189804, 1246775.53193761, 1247768.59409393, 1250188.61072515, 1246790.06196154, 1246835.89414358, 1246891.78446627, 1247698.32277834, 1247635.50222676, 1246948.51493291, 1250354.077944, 1247579.48696383, 1247242.30421718, 1247513.61757905, 1247295.74660141, 1247170.03577468, 1247316.51009017, 1247319.43575336, 1247016.61404931, 1247464.41478514, 1247434.3793435, 1247373.82955373, 1247092.48872577, 1250560.35056116, 1250654.01699636, 1250778.68909015, 1250850.50014704, 1250922.31120392, 
1250994.1222608, 1251099.93878373, 1251185.30067932, 1251349.51795726, 1251462.37880563, 1251575.23965401, 1251734.69788928, 1251800.15620666, 1251782.47472959, 1251705.11009059, 1251629.00821084, 1251555.57458499, 1251478.87305383, 1251410.37853461, 1251369.56449291, 1251362.87110505, 1251376.78145939, 1251418.98024408, 1251505.79308863, 1251588.95117115, 1251689.3040836, 1251803.48413344, 1251935.00744999, 1252083.79092381, 1252254.91117899, 1252431.22456351, 1252603.87836582, 1252779.50998495, 
1252946.96541123, 1253086.56213761, 1253220.91066923, 1253254.78199493, 1253203.83990527, 1253146.17920039, 1253101.67906783, 1253090.86750713, 1253140.40533256, 1253247.38535242, 1253400.11567122, 1253615.32782022, 1253865.23735042, 1254141.46512464, 1254443.37256904, 1256111.34747812, 1256116.35972032, 1256007.56502782, 1256007.71989676, 1256022.71542374, 1255630.82644128, 1256090.93617008, 1255429.88022066, 1256059.45627024, 1256098.66430651, 1255868.09619853, 1255154.64295523, 1255993.49134362, 
1254988.22027193, 1254709.79685444, 1256066.59683339, 1254874.31586189, 1255000.93714598, 1254813.10618625, 1254735.99346046, 1255138.38708739, 1254633.78050634, 1254532.83944447, 1254443.55275795, 1254397.38420038, 1255261.23049325, 1254402.51481081, 1254459.60165335, 1254607.81333099, 1255363.68931845, 1254713.11018971, 1255289.62236688, 1254796.41071312, 1254848.40758849, 1255138.09877631, 1254910.49609883, 1254876.09087925, 1254994.64295899)
"3","7",0.511864583663071,0.463858762690489,1.29390598066107,0.178995354915789,1.18265963880514,0.156686477042841,48.2706895274953,236.978402908958,120,c(2693743.18903093, 2693744.9455124, 2693745.95388002, 2693749.44410961, 2693750.37068508, 2693751.41257033, 2693752.26015069, 2693753.85700908, 1256021.52326714, 1256020.16111304, 1256020.78867963, 1256017.11882276, 1256008.62680881, 1256019.04038848, 1255998.8712637, 1255998.06257525)
"4","9",13.8543648397046,12.469007615115,32.1993069821342,0.00680340114446795,29.1714542168136,-0.217746890769634,18094.5602277273,161.301569695403,13630,c(2693747.55048097, 2693747.67558, 2693748.35745984, 2693752.15858381, 2693754.27220263, 2693755.80619031, 2693765.08764623, 2693770.90739432, 2693771.21831709, 2693773.88670228, 2693786.69640587, 2693792.18933038, 2693795.8194619, 2693796.04046212, 2693799.87060007, 2693864.74542403, 2693984.53079841, 2694049.15083285, 2694063.81842344, 2694082.15583128, 2694139.11446488, 2694150.83620148, 2694170.0661275, 2694273.62406401, 2694281.43028194, 2694325.37634904, 2694415.30657447, 2694426.21634364, 
2694496.72847382, 2694515.82094728, 2694535.15695502, 2694641.74170207, 2694664.94640991, 2694667.78603948, 2694726.58034593, 2694777.92146954, 2694789.18585399, 2694791.5047455, 2694796.7179781, 2694806.72882527, 2694807.3460949, 2694826.81255746, 2694838.07164982, 2694876.45780364, 2694915.70282551, 2694924.30390905, 2694947.20598301, 2694947.69465847, 2695008.30212014, 2695065.01906029, 2695102.08746465, 2695152.82746401, 2695210.96333923, 2695238.87099609, 2695260.25961239, 2695262.92988497, 
2695283.30060687, 2695339.65405042, 2695398.91876961, 2695438.10845923, 2695448.10561094, 2695450.04017342, 2695467.18036049, 2695490.63293554, 2695549.44898694, 2695637.35481144, 2695646.49761202, 2695696.18712798, 2695729.17781611, 2695755.31942157, 2695761.29061616, 2695798.10547589, 2695926.71313624, 2696051.72152648, 2696152.56405265, 2696240.20239745, 2696300.88170009, 2696355.52958756, 2696409.53008812, 2696462.08487386, 2696506.33433074, 2696548.29638747, 2696589.4058522, 2696627.87591597, 
2696644.70915096, 2696646.86534811, 2696655.77338762, 2696678.45702749, 2696695.96239005, 2696696.70251468, 2696714.29448254, 2696750.23243782, 2696802.53854313, 2696855.1645551, 2696899.75631586, 2696947.85513469, 2696981.85938149, 2696981.90120659, 2696983.71896142, 2696986.77064854, 2697003.44284475, 2697004.34209357, 2697030.69379016, 2697039.67778555, 2697042.53597804, 2697069.2269889, 2697070.78902961, 2697124.1286862, 2697131.07161066, 2697135.25743905, 2697174.59687833, 2697178.06110191, 
2697201.00432402, 2697231.44473603, 2697243.72978215, 2697263.42460896, 2697285.26188993, 2697290.75405323, 2697291.52063053, 2697292.68429263, 2697326.58230224, 2697326.83701211, 2697347.76551665, 2697353.93474653, 2697354.71390217, 2697355.46534253, 2697355.53700717, 2697360.73938158, 2697362.79647302, 2697372.79048846, 1256006.50641648, 1256006.54546471, 1256007.14932763, 1256021.94337509, 1255593.36196576, 1255782.20138167, 1255386.87096339, 1255176.68699369, 1256059.16336735, 1255924.09930465, 
1254987.28842545, 1254869.17167237, 1256065.6136054, 1256018.35767719, 1254831.98640528, 1254882.44277429, 1254990.64974052, 1262673.57268978, 1262431.33241074, 1262900.50342457, 1262205.23677956, 1255128.78873013, 1263114.18671057, 1262020.56328504, 1263297.66511631, 1255272.84571841, 1261844.958782, 1263487.72291286, 1255412.85425908, 1263597.28023564, 1261656.72073963, 1255541.32623338, 1261455.41175713, 1263799.41110943, 1255627.91738061, 1255636.91255467, 1255412.58299972, 1263990.43724824, 
1255548.97735162, 1255404.41253297, 1255645.94660684, 1261279.86248737, 1255297.94195675, 1255245.34851765, 1264193.31694108, 1255124.35305312, 1255114.60126981, 1255904.45490646, 1261112.58382163, 1264377.08793086, 1256170.69859492, 1260917.52629856, 1260684.162212, 1260427.90506509, 1264505.61304959, 1256403.24589681, 1260180.25449189, 1259929.62740192, 1259681.0495179, 1259420.08303825, 1256622.68017482, 1259117.53294673, 1258795.99639982, 1264559.37296508, 1258505.98110993, 1256862.25721241, 
1258246.56304106, 1257990.27249301, 1264529.26074919, 1257712.28471674, 1257133.64249599, 1257421.74515346, 1264445.67062774, 1264333.94127107, 1264256.34998252, 1264226.52877451, 1264150.06507231, 1264027.79951819, 1263908.41520932, 1263796.95871774, 1263695.98686875, 1263594.4775929, 1263494.51150743, 1263399.39545306, 1263086.41471082, 1263203.32323832, 1263305.88593889, 1262994.61349544, 1262963.09611211, 1262961.60699611, 1262929.42392288, 1262867.34987976, 1262804.20975535, 1262749.19295321, 
1262699.43825058, 1262649.51897833, 1262632.06210925, 1262636.39967906, 1262626.64373201, 1262642.70688094, 1262685.07042466, 1262676.18902997, 1262720.99116815, 1262570.79392102, 1262715.62560471, 1262714.5070923, 1262727.20970204, 1262704.62241226, 1262483.88957424, 1262693.0180925, 1262672.64760512, 1262680.37729681, 1262451.28944903, 1262657.45807795, 1262636.6430372, 1262479.94998826, 1262626.53992042, 1262608.72677581, 1262505.01792859, 1262504.85529434, 1262608.70504623, 1262613.82454422, 
1262619.50688675, 1262631.50711224, 1262634.52240041, 1262634.64598024, 1262634.86956471, 1262657.52928914, 1262644.71932857, 1262669.23721015)
"5","15",15.9256099468795,14.333120806183,61.9114097179093,0.0167318546543755,58.0028312030465,-0.989780953892645,38342.0131704936,209.306083009288,4250,c(2681560.68114529, 2681595.26930743, 2681601.60927559, 2681694.69968943, 2681763.28787985, 2681851.51774686, 2681869.16244468, 2681889.34804194, 2681930.35673189, 2681941.05345938, 2681987.97430658, 2682013.62511361, 2682040.8243566, 2682060.53496085, 2682228.41712799, 2682241.84408612, 2682361.87389197, 2682369.12773875, 2682375.9578987, 2682400.94328418, 2682413.86778516, 2682453.80035303, 2682469.02743203, 2682482.98594341, 2682504.61767982, 2682524.1870789, 2682542.02855696, 2682546.40794647, 
2682556.59577554, 2682557.01138044, 2682560.95217548, 2682574.5728367, 2682576.86376337, 2682596.30832784, 2682605.14471821, 2682607.94940349, 2682608.87300853, 2682609.7942362, 2682612.62517452, 2682616.78144574, 2682618.49419776, 2682627.4453128, 2682628.66322973, 2682636.4397042, 2682638.08682252, 2682642.69502535, 2682656.11891166, 2682657.11905388, 2682679.54353794, 2682681.32290487, 2682685.57740479, 2682685.6112936, 2682688.75620758, 2682696.02677944, 2682701.29311061, 2682721.43650088, 2682959.50282886, 
2682972.86245498, 2683033.50079633, 2683050.37818099, 2683094.13913768, 2683129.49474202, 2683154.77747904, 2683172.15883078, 2683176.16952053, 2683190.66611932, 2683208.51602893, 2683211.61519792, 2683215.41582039, 2683244.53299135, 2683250.44012404, 2683276.05416174, 2683277.76459578, 2683281.80114165, 2683285.54649988, 2683285.73599552, 2683286.6136781, 2683288.6546692, 2683290.65133238, 2683320.19659321, 2683320.92838258, 2683334.40261314, 2683335.97114432, 2683336.6925031, 2683340.6350437, 2683343.21276551, 
2683343.77597312, 2683344.25539565, 2683344.68054499, 2683350.0478465, 2683351.88919539, 2683352.76505257, 2683354.82754843, 2683357.66906146, 2683397.33084445, 2683457.9691858, 2683518.60752716, 2683579.24586851, 2683639.88420986, 2683700.52255121, 2683761.16089257, 2683903.88611187, 2684088.22754509, 2684190.48210037, 2684292.73665565, 2684394.99121092, 2684497.2457662, 2684599.50032148, 2684781.63050847, 2684937.25326713, 2685100.32676532, 2685187.65313655, 2685274.97950778, 2685362.30587901, 
2685549.52630217, 2685649.4203541, 2685840.8122538, 2686016.76461119, 2686198.31569266, 2686386.0107537, 2686570.22506832, 2686771.70910558, 2687000.65117312, 2687228.45915643, 2687448.16500919, 2687674.0856017, 2687907.17231796, 2688149.85170305, 2688399.21013849, 2688640.35954931, 2688864.23400451, 2689078.74442135, 2689279.58250687, 2689471.74904978, 2689656.33972661, 2689831.1772938, 2690019.66205589, 2690241.8925897, 2690489.4218073, 2690762.3088535, 2691060.36433658, 2691364.22417897, 2691666.37573364, 
2691956.27343165, 2692245.68893784, 2692552.83567794, 2692866.58059747, 2693159.64125372, 2693393.96123502, 2693543.91517168, 2693628.70064432, 2693719.98677659, 2693883.06593453, 2694021.32040172, 2694044.32033209, 2694065.95087525, 2694122.6807537, 2694129.92132457, 2694184.86630011, 2694260.59262761, 2694351.78356358, 2694387.7758394, 2694419.26233484, 2694510.11872357, 2694590.44054447, 2694612.10408961, 2694659.42220426, 2694744.94098911, 2694774.4115906, 2694838.34273482, 2694870.95253016, 
2694897.38803987, 2695014.94476763, 2695018.92577398, 2695028.25839907, 2695154.66032371, 2695163.68182606, 2695213.75366586, 2695225.13227037, 2695239.33628885, 2695286.78706316, 2695321.51653439, 2695339.53154326, 2695377.32112206, 2695397.06676674, 2695413.73994569, 2695426.51311401, 2695434.40458944, 2695442.0235237, 2695459.47571928, 2695467.96010608, 2695504.49080787, 2695511.78244023, 2695597.1410225, 2695664.46917345, 2695668.67143926, 2695715.33420756, 2695729.30667155, 2695758.21703806, 
2695774.53751513, 2695951.60295324, 2696158.03647644, 2696177.30122688, 2696195.53216412, 2696220.74239701, 2696233.68161283, 2696256.00953019, 2696268.61637015, 2696303.77488198, 2696353.06539646, 2696408.46596198, 2696458.52571838, 2696507.90280111, 2696553.68237649, 2696599.0938436, 2696642.69646579, 2696642.76264276, 2696652.55108954, 2696658.54507155, 2696696.86787864, 2696744.04697357, 2696794.31423571, 2696822.42254325, 2696831.8041079, 2696860.84501382, 2696910.7282188, 2696962.69290404, 
2697024.5173006, 2697106.774966, 2697179.32691948, 2697206.00278528, 2697206.60066755, 2697206.76412534, 2697208.05532873, 2697212.40062533, 2697214.07518324, 2697215.74974115, 2697242.32706946, 2697254.67904555, 2697283.04302084, 1247848.45091272, 1248002.37298853, 1247668.10391865, 1247528.61662443, 1248278.33441492, 1246351.91797573, 1246502.0488905, 1246747.06215264, 1246474.65158253, 1248394.42915182, 1247235.56002075, 1246964.93867782, 1247117.42651431, 1246724.96744746, 1246854.05363818, 1248395.76096725, 
1247013.68897757, 1247029.85712072, 1246994.98196911, 1247072.38585664, 1246941.6369405, 1247139.05822657, 1246875.52210553, 1247158.81181354, 1247208.37133995, 1246809.40727055, 1247277.49813485, 1247329.15255474, 1246253.28368734, 1246188.18631408, 1247351.50106249, 1246082.74256655, 1246270.8008623, 1245970.57429082, 1245133.03072589, 1245853.59537007, 1248261.37484376, 1246667.21631282, 1245257.7813406, 1245011.04837135, 1245733.98820924, 1245623.03187838, 1246286.36698761, 1244885.564119, 1245385.39566207, 
1245510.16194877, 1244758.63476525, 1246537.50276165, 1244642.26537628, 1246467.73342382, 1244532.80348105, 1244532.96733173, 1244560.57508247, 1246309.98967576, 1246422.58988868, 1246356.93380376, 1248811.28734047, 1248965.70794824, 1249079.37103126, 1248728.55386656, 1249193.03411428, 1248655.16378523, 1249306.69719731, 1248004.44810756, 1248584.98858417, 1247955.83849046, 1248502.65935808, 1247943.12301266, 1249420.36028033, 1247949.42305426, 1248410.62423985, 1249534.02336335, 1247971.01661506, 
1248073.42665276, 1248102.50071893, 1247994.97957802, 1248058.81679228, 1248031.82553817, 1248325.01455176, 1248130.56381347, 1248255.77762339, 1248224.05463573, 1248225.29982059, 1249647.68644637, 1248210.52112069, 1248193.71159785, 1248193.94190598, 1248189.38972658, 1248194.0658226, 1248153.44459616, 1248180.93522917, 1248166.99279438, 1248168.02254647, 1248172.73263491, 1249761.3495294, 1249875.01261242, 1249988.67569544, 1250102.33877846, 1250216.00186149, 1250329.66494451, 1250443.32802753, 
1250616.64205015, 1250731.20187166, 1250786.11075357, 1250841.01963548, 1250895.92851738, 1250950.83739929, 1251005.7462812, 1251097.04726494, 1251191.73533375, 1251346.15949675, 1251442.28769278, 1251538.4158888, 1251634.54408482, 1251764.99290383, 1251799.31352681, 1251801.37959528, 1251733.43502407, 1251662.2971738, 1251594.5900254, 1251535.5112673, 1251472.68838404, 1251411.44319673, 1251373.70737396, 1251363.43746972, 1251377.06341149, 1251403.70317826, 1251447.56336673, 1251519.10982317, 1251611.72644558, 
1251715.71389411, 1251837.02685956, 1251978.49041286, 1252138.73345513, 1252320.10659801, 1252514.29225365, 1252713.52816177, 1252903.7774397, 1253059.89522397, 1253170.76632176, 1253236.77986366, 1253253.9156149, 1253222.89219873, 1253167.17457737, 1253116.13440778, 1253104.24888395, 1253172.15558426, 1253338.38525257, 1253586.93396374, 1253891.81484118, 1254225.19232389, 1254552.33648133, 1254840.31201948, 1262609.02253425, 1262839.79704802, 1262358.91905083, 1255070.40730866, 1263059.05860601, 
1262126.40163939, 1263283.87758017, 1261906.21723549, 1255262.66607706, 1263502.64173097, 1261674.4462947, 1263725.16900428, 1255446.33389077, 1261447.42806467, 1263946.43309362, 1255636.96792179, 1261254.08231195, 1264156.17962465, 1255842.93304583, 1256059.37808577, 1264355.66301834, 1261076.0414107, 1256283.3544998, 1260861.26662963, 1260597.47064024, 1264507.27098425, 1260328.83286922, 1260080.84182993, 1256507.43814625, 1259855.39912168, 1259702.05152198, 1259613.57654377, 1259516.99005115, 
1259381.80979341, 1259217.47196676, 1259023.32819061, 1258794.53761584, 1264571.07211625, 1256715.77416715, 1258548.24008874, 1258288.91078651, 1256936.86544084, 1258015.4589918, 1264546.88448538, 1257744.66759498, 1257195.41965252, 1257473.07141401, 1264464.53492578, 1264408.39730658, 1264471.98426352, 1264395.49591332, 1264496.37779828, 1264303.15205459, 1264446.85545747, 1264232.49609652, 1264164.34606659, 1264061.12001189, 1263936.69878242, 1263814.2481546, 1263699.12616017, 1263589.89510411, 
1263482.5488588, 1263375.34016208, 1263161.66657755, 1263267.96895759, 1263058.11769314, 1262960.72012808, 1262874.69917172, 1262816.41842556, 1262793.13718946, 1262786.1739723, 1262754.29014167, 1262692.00083082, 1262636.08456083, 1262578.60703765, 1262508.90001272, 1262461.33034134, 1262452.03877832, 1262450.04697751, 1262449.27125266, 1262455.51979472, 1262533.09450025, 1262532.67882519, 1262532.26315013, 1262476.87839857, 1262529.87491437, 1262511.85413869)
"6","17",11.6494860977073,10.4845464953884,48.2641767031091,0.0164128321382927,47.5310783040053,-0.174884175132095,18253.9988251103,141.880798060349,2140,c(2682738.08232457, 2682738.24132724, 2682738.4003299, 2682757.14186184, 2682781.79205044, 2682781.93810999, 2682783.14539258, 2682783.93680222, 2682787.43691886, 2682790.88145011, 2682794.59591935, 2682797.5986191, 2682802.60110454, 2682812.62275691, 2682824.2841079, 2682856.91931819, 2682991.16675934, 2683080.9806839, 2683094.0266819, 2683115.533941, 2683138.51855866, 2683174.58172891, 2683210.91926121, 2683291.17392421, 2683370.20342187, 2683408.08338654, 2683463.42103643, 2683537.15738164, 2683635.65730083, 
2683746.04503166, 2683789.11089389, 2683838.42862155, 2683915.10968099, 2683928.84271935, 2683995.60223704, 2684012.94664442, 2684052.60365222, 2684119.32362746, 2684152.85909131, 2684240.35322929, 2684271.80783501, 2684340.42168942, 2684484.14651579, 2684510.15825251, 2684599.69390369, 2684707.28223376, 2684779.36744009, 2684837.26279635, 2684883.99736079, 2684979.44843145, 2685159.40324001, 2685301.1967376, 2685346.99216976, 2685389.42697158, 2685493.44770884, 2685561.59269328, 2685635.58453488, 
2685692.26100198, 2685768.29229428, 2685971.03330198, 2686003.23489176, 2686048.00509125, 2686100.00538877, 2686120.90265814, 2686138.19050761, 2686160.0455427, 2686181.67219688, 2686284.87201757, 2686340.99264225, 2686370.96944771, 2686521.6443186, 2686570.10012388, 2686608.5220853, 2686654.34760849, 2686737.50588028, 2686833.62738658, 2686865.73484235, 2686950.55021411, 2687100.31146086, 2687147.03746391, 2687197.09048946, 2687272.41046489, 2687324.7986335, 2687381.70624266, 2687457.962184, 2687555.81447263, 
2687666.91238075, 2687735.26906232, 2687810.50281741, 2687866.45007742, 2687910.54349146, 2687976.80825882, 2688066.29839287, 2688139.88981428, 2688337.23133798, 2688415.70840667, 2688504.24167766, 2688627.85384174, 2688719.95699262, 2688792.23016639, 2688839.75291436, 2688955.8425583, 2689040.97983102, 2689076.77791634, 2689123.85493583, 2689184.54935639, 2689220.79662096, 2689280.06637227, 2689424.88017271, 2689553.34260444, 2689608.78229488, 2689666.88455717, 2689875.01952202, 2690009.65727924, 
2690079.08495572, 2690135.49582216, 2690337.17288795, 2690667.19251592, 2690838.44534663, 2690896.09122818, 2690960.73944912, 2691254.13697216, 2691401.86820677, 2691472.78315704, 2691566.41601495, 2691633.27622463, 2691713.18393042, 2692101.98629648, 2692159.42092788, 2692207.37545572, 2692254.68314134, 2692291.79385327, 2692324.03842573, 2692351.99940335, 2692389.39086295, 2692426.24108314, 2692458.87173239, 2692501.94204165, 2692542.62974943, 2692583.03923613, 2692628.73131551, 2692712.86510656, 
